GeneID	Control_1	Control_2	Erb1KO_1	Erb1KO_2
GATAD2A	5560	4662	5029	3722
GATAD2B	2160	1910	2289	1559
GATC	1796	1588	2084	1304
GATM	84	86	85	73
GATS	667	706	681	389
GATSL1	0	0	0	0
GATSL2	0	1	0	0
GATSL3	397	363	231	181
GBA	4246	3922	5375	3374
GBA2	2597	2457	2725	1681
GBA3	0	0	0	0
GBAP1	208	192	199	148
GBAS	3391	2884	3817	2910
GBE1	1738	1206	1440	1327
GBF1	6839	5993	8422	5141
GBGT1	0	0	0	0
GBP1	93	94	748	375
GBP1P1	0	3	17	12
GBP2	1087	1105	1679	1000
GBP3	468	487	1484	900
GBP4	24	19	300	124
GBP5	0	1	1	1
GBP6	0	1	0	0
GBP7	7	2	6	1
GBX1	0	0	1	0
GBX2	18	15	24	11
GC	0	0	0	0
GCA	690	597	826	622
GCAT	1363	1218	958	872
GCC1	1762	1532	1691	1303
GCC2	2030	1552	3264	1913
GCDH	2030	1809	1509	1157
GCET2	0	0	0	0
GCFC1	1192	954	1487	1000
GCFC1-AS1	111	105	95	53
GCG	0	0	0	0
GCGR	0	0	1	0
GCH1	1738	1479	2257	1688
GCHFR	446	401	362	297
GCK	0	0	0	0
GCKR	0	2	0	0
GCLC	4103	3767	4727	3776
GCLM	658	608	932	697
GCM1	0	0	1	1
GCM2	0	0	0	0
GCN1L1	13659	11252	13293	8435
GCNT1	534	484	679	476
GCNT2	337	306	431	207
GCNT3	0	1	4	0
GCNT4	30	35	94	41
GCNT7	0	0	0	0
GCOM1	5	12	12	6
GCSH	18	25	12	30
GDA	0	0	0	0
GDAP1	1073	950	1352	936
GDAP1L1	1	0	2	2
GDAP2	995	958	1214	918
GDE1	4384	4047	4669	3264
GDEP	0	0	0	0
GDF1	0	0	0	0
GDF10	0	0	0	0
GDF11	986	965	925	511
GDF15	14365	11645	8074	8706
GDF2	0	0	0	0
GDF3	0	0	0	0
GDF5	0	1	1	1
GDF6	4	3	1	2
GDF7	0	2	0	0
GDF9	45	45	41	31
GDI1	7594	7046	8332	5269
GDI2	21289	17616	21754	15559
GDNF	16	10	27	19
GDPD1	1452	1257	1848	1229
GDPD2	26	28	11	10
GDPD3	567	656	413	295
GDPD4	0	0	0	0
GDPD5	59	47	52	27
GEM	245	204	212	252
GEMC1	0	0	0	0
GEMIN2	366	264	520	332
GEMIN4	2501	2142	2334	1651
GEMIN5	3304	2945	3326	2119
GEMIN6	561	595	541	395
GEMIN7	810	733	766	577
GEMIN8	1270	1132	1109	990
GEMIN8P4	50	45	70	45
GEN1	782	614	1162	746
GET4	4088	3548	3045	2505
GFAP	2	5	2	2
GFER	2437	2174	1947	1622
GFI1	131	130	106	72
GFI1B	0	0	0	0
GFM1	3324	3000	3887	2629
GFM2	3909	3581	3926	2342
GFOD1	270	227	225	151
GFOD2	2031	1892	1847	1299
GFPT1	13964	11628	19224	16551
GFPT2	198	165	193	148
GFRA1	151	100	248	162
GFRA2	1	0	1	1
GFRA3	35	43	52	28
GFRA4	0	0	0	0
GFRAL	0	0	0	0
GGA1	2043	1861	1687	1237
GGA2	4406	4038	4911	3364
GGA3	1496	1234	1429	909
GGCT	7009	6483	9861	7079
GGCX	2345	2237	2354	1631
GGH	1536	1188	2346	1545
GGN	10	7	14	3
GGNBP1	0	0	0	0
GGNBP2	2235	1963	2622	1840
GGPS1	1518	1476	1942	1416
GGT1	70	91	46	33
GGT3P	0	0	0	0
GGT5	2	6	1	0
GGT6	32	71	23	19
GGT7	1172	1156	1208	816
GGT8P	0	0	0	1
GGTA1P	0	0	0	0
GGTLC1	0	1	0	0
GGTLC2	0	0	0	0
GH1	0	0	0	0
GH2	7	5	2	6
GHDC	457	394	296	247
GHITM	17615	16236	19036	14632
GHR	2959	2687	3203	1964
GHRH	0	0	0	0
GHRHR	0	0	0	0
GHRL	20	18	13	13
GHRLOS	19	16	26	15
GHRLOS2	6	4	12	6
GHSR	0	0	0	0
GIF	0	0	0	0
GIGYF1	2529	1933	2182	1351
GIGYF2	3704	3161	4406	2672
GIMAP1	0	0	0	0
GIMAP1-GIMAP5	0	0	0	0
GIMAP2	71	68	265	175
GIMAP4	0	2	1	2
GIMAP5	0	0	0	0
GIMAP6	0	0	0	0
GIMAP7	0	0	0	0
GIMAP8	0	0	0	0
GIN1	481	402	671	454
GINS1	905	684	1392	862
GINS2	1748	1487	1946	1296
GINS3	402	302	486	376
GINS4	263	214	496	257
GIP	0	0	0	0
GIPC1	7670	7124	6019	4764
GIPC2	0	1	2	1
GIPC3	0	0	0	0
GIPR	83	56	82	23
GIT1	4415	3902	4055	2920
GIT2	1936	1790	2271	1379
GJA1	11	21	35	21
GJA10	0	0	0	0
GJA3	53	47	73	53
GJA4	0	0	0	0
GJA5	0	0	0	0
GJA8	0	0	0	0
GJA9	0	0	0	0
GJA9-MYCBP	0	0	0	0
GJB1	13	9	6	8
GJB2	1	0	1	2
GJB3	9	4	5	8
GJB4	0	0	0	0
GJB5	2	0	0	0
GJB6	0	0	0	0
GJB7	0	0	0	0
GJC1	3	5	6	3
GJC2	4	2	2	3
GJC3	21	21	13	11
GJD2	0	0	0	0
GJD3	26	23	23	20
GJD4	2	1	3	0
GK	74	63	134	96
GK2	0	0	0	0
GK3P	23	7	12	11
GK5	1682	1419	2300	1667
GKAP1	364	314	544	325
GKN1	0	0	0	0
GKN2	0	0	0	0
GLA	676	673	1004	632
GLB1	8497	8630	8992	5728
GLB1L	267	259	270	205
GLB1L2	459	496	542	390
GLB1L3	0	0	0	0
GLCCI1	1057	898	1128	868
GLCE	1136	1020	1132	802
GLDC	34	16	44	35
GLDN	843	918	799	515
GLE1	3560	3189	3837	2650
GLG1	28500	24447	28912	19295
GLI1	2	3	3	3
GLI2	2	0	2	3
GLI3	687	630	896	556
GLI4	714	585	479	394
GLIPR1	19	20	14	16
GLIPR1L1	0	0	0	0
GLIPR1L2	13	9	10	8
GLIPR2	14	15	35	22
GLIS1	1	0	1	0
GLIS2	892	753	707	467
GLIS3	39	27	59	38
GLMN	176	161	263	185
GLO1	11628	10402	14122	11003
GLOD4	3999	3831	4512	3040
GLOD5	37	16	15	16
GLP1R	0	0	0	0
GLP2R	0	0	0	0
GLRA1	0	0	0	0
GLRA2	0	0	0	0
GLRA3	2	0	2	0
GLRA4	0	0	0	0
GLRB	2	1	0	2
GLRX	321	349	576	387
GLRX2	807	721	991	778
GLRX3	2413	2205	2496	1883
GLRX5	2601	2345	2216	2053
GLS	789	701	884	615
GLS2	380	413	393	243
GLT1D1	0	0	0	1
GLT25D1	1602	1260	1584	1035
GLT25D2	53	43	60	61
GLT6D1	0	0	0	0
GLT8D1	2146	1811	2039	1522
GLT8D2	3	4	6	5
GLTP	2105	2061	2286	1574
GLTPD1	571	562	425	363
GLTPD2	20	8	9	9
GLTSCR1	468	403	357	275
GLTSCR2	15435	12853	7083	6786
GLUD1	9465	8602	9182	7139
GLUD2	4325	4032	4541	2997
GLUL	14491	13074	16713	10960
GLYAT	0	0	0	0
GLYATL1	21	19	9	5
GLYATL2	0	0	0	0
GLYATL3	0	0	0	0
GLYCAM1	0	0	0	0
GLYCTK	239	221	147	143
GLYR1	6471	5966	6894	4523
GM2A	2221	2127	2622	1625
GMCL1	1228	923	1579	1071
GMCL1L	229	174	247	154
GMDS	1802	1785	1736	1196
GMEB1	479	441	531	393
GMEB2	2068	1743	1613	1340
GMFB	2292	1879	3934	3683
GMFG	2	4	4	2
GMIP	852	686	680	400
GML	0	0	0	0
GMNN	1044	817	1279	712
GMPPA	3703	3374	3286	2636
GMPPB	2302	1972	1627	1571
GMPR	571	528	933	479
GMPR2	6156	5820	4894	3679
GMPS	6482	5469	6574	4487
GNA11	1146	966	937	660
GNA12	7137	6586	7207	5048
GNA13	11540	9116	16136	13059
GNA14	184	122	268	168
GNA15	0	1	0	0
GNAI1	91	66	104	77
GNAI2	7808	7439	7451	4800
GNAI3	3750	3187	4545	3332
GNAL	2	11	15	2
GNAO1	16	16	22	14
GNAQ	1268	1130	1698	949
GNAS	159828	156312	177510	129458
GNAS-AS1	80	77	95	68
GNAT1	5	4	3	1
GNAT2	8	8	8	5
GNAT3	0	0	0	0
GNAZ	169	119	149	81
GNB1	14754	13178	16146	10629
GNB1L	181	182	160	147
GNB2	8913	7934	7070	6038
GNB2L1	171396	159640	111088	87454
GNB3	2	1	0	2
GNB4	778	575	1399	1071
GNB5	1671	1357	1730	1187
GNE	322	270	319	248
GNG10	8	9	2	6
GNG11	19	26	20	16
GNG12	3691	3144	4641	3354
GNG13	75	60	81	47
GNG2	4	2	0	2
GNG3	4	5	2	0
GNG4	2	1	1	0
GNG5	1893	1749	1898	1573
GNG7	161	146	85	72
GNG8	0	0	0	2
GNGT1	0	1	2	0
GNGT2	0	0	0	0
GNL1	4256	3762	3762	2556
GNL2	2782	2475	3972	2841
GNL3	6430	5555	6500	4636
GNL3L	2634	2399	3264	2234
GNLY	0	0	0	0
GNMT	89	69	108	77
GNN	40	27	30	19
GNPAT	1156	1114	1083	836
GNPDA1	3102	2813	4641	3312
GNPDA2	424	368	585	419
GNPNAT1	8069	7286	10463	8067
GNPTAB	4298	3802	4770	2847
GNPTG	3434	3320	2493	2211
GNRH1	10	11	16	13
GNRH2	0	0	0	0
GNRHR	0	0	0	0
GNRHR2	137	130	129	93
GNS	24510	21642	24623	16286
GOLGA1	1829	1663	2450	1570
GOLGA2	9925	9010	11335	7798
GOLGA2B	300	230	369	205
GOLGA2P2Y	0	0	0	0
GOLGA2P3Y	0	0	0	0
GOLGA3	7751	6739	8272	6571
GOLGA4	10661	9026	16102	9339
GOLGA5	7013	6013	7898	5910
GOLGA6A	0	0	0	0
GOLGA6B	0	0	0	0
GOLGA6C	0	0	0	0
GOLGA6D	0	0	0	0
GOLGA6L1	0	0	0	0
GOLGA6L10	17	8	10	6
GOLGA6L5	10	6	6	3
GOLGA6L6	0	0	0	0
GOLGA6L9	1	1	4	1
GOLGA7	2652	2420	3252	2475
GOLGA7B	203	227	247	187
GOLGA8A	441	403	664	412
GOLGA8B	15	29	18	13
GOLGA8C	0	0	0	0
GOLGA8DP	0	0	0	0
GOLGA8E	0	0	0	0
GOLGA8F	0	0	0	0
GOLGA8G	0	0	0	0
GOLGA8IP	0	0	0	0
GOLGB1	18003	16222	22773	13992
GOLIM4	1611	1378	1759	1122
GOLM1	4995	4094	5655	4139
GOLPH3	4699	4029	6540	4942
GOLPH3L	4649	3771	5169	4052
GOLT1A	594	655	752	438
GOLT1B	1168	1048	1830	2041
GON4L	2231	2068	2757	1599
GOPC	1982	1679	2382	1657
GORAB	780	683	973	768
GORASP1	2650	2436	2454	1673
GORASP2	9502	8509	9437	6823
GOSR1	1413	1217	2081	1423
GOSR2	4329	4075	5519	4286
GOT1	7282	6599	6852	5990
GOT1L1	0	0	0	0
GOT2	11478	10688	12243	8998
GP1BA	0	0	0	0
GP1BB	0	0	0	0
GP2	136	75	65	59
GP5	0	0	0	0
GP6	2	0	0	3
GP9	0	0	0	0
GPA33	0	1	1	4
GPAA1	5959	5286	4420	3359
GPAM	815	613	943	654
GPANK1	1020	919	990	747
GPAT2	0	0	0	0
GPATCH1	421	408	514	318
GPATCH2	1742	1464	1802	1149
GPATCH3	706	673	671	492
GPATCH4	1893	1702	2525	1582
GPATCH8	2249	1955	2669	1605
GPBAR1	3	2	0	1
GPBP1	4683	4302	6621	4653
GPBP1L1	6078	5583	6913	4987
GPC1	918	778	683	513
GPC2	15	16	16	9
GPC3	20	24	18	5
GPC4	6952	6594	7991	4977
GPC5	0	0	2	0
GPC6	2	2	1	2
GPCPD1	388	376	574	400
GPCRLTM7	0	0	0	0
GPD1	5	4	11	3
GPD1L	12735	10630	12696	10072
GPD2	5397	4646	8129	4957
GPER	166	123	105	62
GPHA2	1	0	2	1
GPHB5	0	0	0	0
GPHN	2234	1758	2198	1549
GPI	30448	22123	20250	19972
GPIHBP1	0	0	0	0
GPKOW	1609	1500	1797	1317
GPLD1	54	59	70	50
GPM6A	9	3	9	13
GPM6B	20	12	19	18
GPN1	2275	2008	2435	1623
GPN2	925	871	821	668
GPN3	721	611	946	624
GPNMB	1784	1650	1511	1268
GPR1	34	51	14	44
GPR101	0	0	0	0
GPR107	8213	6904	10049	6854
GPR108	1865	1741	1339	938
GPR110	0	1	0	0
GPR111	0	0	0	0
GPR112	0	0	0	0
GPR113	14	9	12	7
GPR114	0	0	0	0
GPR115	102	118	119	79
GPR116	0	0	0	0
GPR119	0	0	0	0
GPR12	0	0	1	0
GPR123	0	0	0	0
GPR124	57	54	47	51
GPR125	1115	906	979	668
GPR126	4189	3633	6005	3920
GPR128	0	0	0	1
GPR132	0	0	0	1
GPR133	106	73	106	123
GPR135	102	85	71	73
GPR137	788	757	681	499
GPR137B	861	740	982	607
GPR137C	41	42	83	56
GPR139	0	0	0	0
GPR141	0	0	0	0
GPR142	0	0	0	0
GPR143	1301	1296	896	643
GPR144	0	0	0	0
GPR146	108	88	53	94
GPR148	0	2	0	1
GPR149	0	0	0	0
GPR15	0	0	0	0
GPR150	0	0	0	0
GPR151	0	0	0	0
GPR152	0	0	0	0
GPR153	123	123	106	60
GPR155	286	201	206	126
GPR156	41	32	64	33
GPR157	92	97	98	64
GPR158	114	95	269	170
GPR160	2896	2251	3535	3810
GPR161	515	430	486	304
GPR162	5	4	3	2
GPR17	0	0	0	0
GPR171	0	0	0	0
GPR172A	5644	4943	3152	3081
GPR172B	252	211	229	151
GPR173	477	518	573	388
GPR174	0	0	0	0
GPR176	95	81	90	61
GPR179	34	28	23	8
GPR18	0	0	0	0
GPR180	582	486	857	588
GPR182	0	0	0	1
GPR183	0	0	0	0
GPR19	36	33	82	50
GPR20	0	0	0	0
GPR21	0	0	0	0
GPR22	0	2	1	1
GPR25	0	0	0	0
GPR26	0	0	0	0
GPR27	78	55	62	60
GPR3	18	22	40	29
GPR31	0	0	0	0
GPR32	0	0	0	0
GPR33	0	0	0	0
GPR34	0	0	0	0
GPR35	22	17	13	11
GPR37	262	213	257	186
GPR37L1	158	100	106	95
GPR39	631	546	497	360
GPR4	0	2	0	0
GPR44	1	0	1	0
GPR45	3	2	0	1
GPR50	1	1	1	0
GPR52	0	1	0	0
GPR55	0	0	0	0
GPR56	5803	5176	5876	4329
GPR6	0	0	0	0
GPR61	0	2	0	0
GPR62	0	0	0	0
GPR63	42	34	73	72
GPR64	171	150	246	142
GPR65	0	0	0	0
GPR68	6	5	5	4
GPR75	28	21	45	28
GPR75-ASB3	0	0	0	0
GPR77	209	170	135	104
GPR78	0	0	0	0
GPR82	0	0	0	0
GPR83	0	1	2	2
GPR84	1	0	1	0
GPR85	0	1	1	2
GPR87	125	153	152	86
GPR88	0	0	0	0
GPR89A	248	232	285	206
GPR89B	54	65	56	38
GPR89C	0	0	0	0
GPR97	0	0	0	1
GPR98	2139	1910	3214	1952
GPRASP1	92	64	96	49
GPRASP2	7	2	7	3
GPRC5A	2651	2580	3067	2118
GPRC5B	23	26	22	14
GPRC5C	2866	2472	1826	1578
GPRC5D	0	1	0	1
GPRC6A	0	0	0	0
GPRIN1	475	469	480	304
GPRIN2	0	0	0	0
GPRIN3	1557	1253	1406	926
GPS1	4841	4739	4201	3168
GPS2	1859	1737	1748	1248
GPSM1	546	493	419	297
GPSM2	1002	772	1721	1016
GPSM3	61	70	48	34
GPT	11	10	7	3
GPT2	5341	4493	6604	5278
GPX1	5	8	8	5
GPX2	6	5	5	6
GPX3	2004	2126	3087	1776
GPX4	9770	9197	9397	7278
GPX5	0	0	0	0
GPX6	0	0	0	0
GPX7	0	0	1	0
GPX8	949	883	1633	1237
GRAMD1A	2104	1994	1439	1177
GRAMD1B	5	9	23	11
GRAMD1C	83	69	108	62
GRAMD2	37	26	62	16
GRAMD3	735	768	1041	660
GRAMD4	2110	1959	1799	1309
GRAP	0	3	5	1
GRAP2	0	0	0	0
GRAPL	0	0	0	0
GRASP	2	4	1	4
GRB10	2353	1995	2552	2098
GRB14	44	42	59	58
GRB2	19483	17919	19861	14073
GRB7	608	618	449	334
GREB1	17	17	15	7
GREB1L	540	430	669	358
GREM1	30	50	39	27
GREM2	0	0	0	0
GRHL1	1761	1593	2216	1344
GRHL2	7339	6567	8351	5524
GRHL3	324	463	380	186
GRHPR	5706	5409	4619	3576
GRIA1	10	10	13	7
GRIA2	30	31	45	26
GRIA3	3	7	5	6
GRIA4	0	1	0	0
GRID1	124	130	96	69
GRID2	1	0	1	0
GRID2IP	80	69	43	34
GRIK1	1	0	1	1
GRIK1-AS1	0	0	0	1
GRIK2	0	1	1	1
GRIK3	329	291	406	210
GRIK4	4	1	4	0
GRIK5	11	8	11	6
GRIN1	6	5	2	2
GRIN2A	0	1	0	1
GRIN2B	2	1	2	2
GRIN2C	14	37	21	12
GRIN2D	81	109	59	69
GRIN3A	0	0	0	0
GRIN3B	18	21	11	11
GRINA	32518	30026	36981	26774
GRINL1A	306	253	312	166
GRIP1	689	653	1013	596
GRIP2	1	0	3	0
GRIPAP1	2817	2536	2988	1959
GRK1	0	1	0	0
GRK4	28	30	41	24
GRK5	69	63	107	52
GRK6	3562	3224	3177	2447
GRK7	0	0	0	0
GRM1	1	1	4	3
GRM2	3	4	2	1
GRM3	0	0	0	1
GRM4	145	164	153	98
GRM5	2	1	2	4
GRM6	0	0	1	0
GRM7	0	0	3	0
GRM8	0	0	0	0
GRN	23581	22312	23608	16776
GRP	0	0	0	0
GRPEL1	1770	1643	1770	1231
GRPEL2	1488	1190	2185	1640
GRPR	1	3	1	3
GRRP1	13	11	3	4
GRSF1	5171	4594	4943	3742
GRTP1	823	665	772	578
GRWD1	2178	1960	1764	1254
GRXCR1	0	0	0	0
GRXCR2	0	0	0	0
GSC	215	220	189	146
GSC2	0	1	0	0
GSDMA	0	0	0	0
GSDMB	57	80	100	47
GSDMC	5	4	1	3
GSDMD	1	0	1	1
GSG1	0	1	2	0
GSG1L	1	1	4	1
GSG2	384	308	460	324
GSK3A	3088	2890	3155	2213
GSK3B	5502	4784	6579	4230
GSN	2383	2542	2241	1387
GSPT1	11236	9685	13551	8651
GSPT2	223	194	191	164
GSR	9448	8337	10052	6469
GSS	4751	4578	5011	3201
GSTA1	7	8	5	8
GSTA2	14	15	14	12
GSTA3	4	4	1	1
GSTA4	769	717	945	612
GSTA5	0	0	0	0
GSTA7P	0	0	0	0
GSTCD	886	624	993	641
GSTK1	4604	4671	4267	3154
GSTM1	5	7	4	2
GSTM2	4	5	4	1
GSTM2P1	48	30	46	42
GSTM3	609	586	538	298
GSTM4	615	588	542	414
GSTM5	0	1	0	1
GSTO1	3350	3183	3364	2420
GSTO2	1657	1435	1591	1262
GSTP1	6	3	4	6
GSTT1	1940	1803	1674	1307
GSTT2	4	2	1	0
GSTT2B	0	0	0	0
GSTTP1	0	0	0	0
GSTTP2	0	0	0	0
GSTZ1	4995	4542	3102	2672
GSX1	0	0	0	0
GSX2	0	0	0	0
GTDC1	341	279	366	284
GTF2A1	1038	705	1294	747
GTF2A1L	0	0	0	0
GTF2A2	914	910	1146	935
GTF2B	1098	1034	1208	832
GTF2E1	975	855	1350	751
GTF2E2	1632	1462	1860	1179
GTF2F1	4715	4279	3751	2929
GTF2F2	1054	941	1201	829
GTF2H1	2456	2111	3090	2058
GTF2H2	107	131	140	97
GTF2H2B	6	5	2	2
GTF2H2C	1	0	2	0
GTF2H2D	3	4	11	5
GTF2H3	1741	1525	2124	1376
GTF2H4	1503	1343	1377	927
GTF2H5	936	925	1006	782
GTF2I	2855	2345	2920	1722
GTF2IP1	0	0	0	0
GTF2IRD1	2407	2133	2200	1750
GTF2IRD2	20	21	17	18
GTF2IRD2B	30	18	26	12
GTF2IRD2P1	0	0	0	0
GTF3A	5315	4785	5141	4020
GTF3C1	11600	10406	12409	7634
GTF3C2	4149	3954	4545	2797
GTF3C3	2552	2184	2845	1779
GTF3C4	1968	1638	2031	1245
GTF3C5	2532	2319	2467	1761
GTF3C6	1033	958	1299	982
GTPBP1	2170	1788	2892	1797
GTPBP10	747	680	886	740
GTPBP2	13104	11142	14371	12000
GTPBP3	372	333	282	225
GTPBP4	5959	5267	7605	4901
GTPBP5	1723	1604	1739	1258
GTPBP6	0	0	0	0
GTPBP8	378	317	432	323
GTSE1	456	326	635	430
GTSF1	0	0	0	0
GTSF1L	0	0	0	0
GUCA1A	0	0	0	0
GUCA1B	72	48	47	30
GUCA1C	0	0	0	0
GUCA2A	0	0	0	0
GUCA2B	0	0	0	0
GUCY1A2	3	0	4	1
GUCY1A3	18	17	36	16
GUCY1B2	107	133	164	99
GUCY1B3	1	2	2	6
GUCY2C	0	0	0	0
GUCY2D	0	0	0	0
GUCY2E	2	3	1	0
GUCY2F	0	0	0	1
GUCY2GP	0	0	0	0
GUF1	1029	913	1208	858
GUK1	2788	2445	1880	1536
GULP1	335	255	493	382
GUSB	3475	3322	3136	2208
GUSBP1	146	138	182	122
GUSBP10	0	0	0	0
GUSBP11	323	274	352	206
GUSBP2	21	13	17	12
GUSBP3	3	5	6	0
GUSBP4	36	34	25	31
GUSBP5	94	66	70	55
GUSBP9	17	9	25	9
GVINP1	0	0	0	0
GXYLT1	1908	1664	2750	2041
GXYLT2	348	250	293	177
GYG1	6200	5762	5335	4327
GYG2	1314	1308	1347	811
GYG2P1	0	0	0	0
GYLTL1B	146	154	120	73
GYPA	0	0	0	0
GYPB	0	0	0	0
GYPC	2	0	3	0
GYPE	0	0	0	0
GYS1	2881	2358	2183	1553
GYS2	0	0	0	0
GZF1	1574	1374	1488	1214
GZMA	1	0	0	0
GZMB	0	0	1	0
GZMH	0	0	0	0
GZMK	0	0	0	0
GZMM	0	1	0	1
H19	0	0	0	0
H1F0	16278	13453	18409	14471
H1FNT	0	0	0	0
H1FOO	0	0	0	0
H1FX	5941	4481	5087	4814
H2AFB1	0	0	0	0
H2AFB2	0	0	0	0
H2AFB3	0	0	0	0
H2AFJ	10057	8072	8573	7804
H2AFV	2985	2584	4125	3230
H2AFX	4320	3492	4581	3961
H2AFY	14931	13946	15473	11181
H2AFY2	1035	1003	1317	841
H2AFZ	6465	5602	9887	7843
H2BFM	0	0	0	0
H2BFWT	0	0	0	0
H2BFXP	0	0	1	0
H3F3A	0	0	0	0
H3F3B	69987	56869	106386	92353
H3F3C	5723	4391	4712	5455
H6PD	2466	2108	2324	1657
HAAO	21	21	13	24
HABP2	2	2	1	0
HABP4	920	902	922	579
HACE1	538	448	715	482
HACL1	616	612	734	586
HADH	3470	2929	3809	2719
HADHA	15533	14194	17265	11764
HADHB	10388	9644	11005	7420
HAGH	3306	3205	3495	2465
HAGHL	636	522	385	318
HAL	0	1	2	0
HAMP	0	0	2	0
HAND1	0	0	0	0
HAND2	0	0	0	0
HAO1	0	0	0	1
HAO2	0	0	0	0
HAP1	51	43	70	44
HAPLN1	0	0	0	0
HAPLN2	2	4	0	0
HAPLN3	3	2	2	3
HAPLN4	0	0	0	0
HAR1A	26	28	32	21
HAR1B	412	390	447	324
HARBI1	414	382	428	330
HARS	3952	4051	4621	3073
HARS2	3098	2986	2811	1973
HAS1	4	1	9	3
HAS2	24	18	20	6
HAS2-AS1	5	4	4	3
HAS3	93	47	66	38
HAT1	3290	2811	5144	2863
HAUS1	489	458	527	387
HAUS2	559	529	727	459
HAUS3	338	341	639	361
HAUS4	4276	3746	3097	2466
HAUS5	603	484	671	507
HAUS6	523	449	808	517
HAUS7	441	377	398	320
HAUS8	374	334	426	283
HAVCR1	0	0	0	0
HAVCR2	0	0	1	1
HAX1	7804	7263	7955	5792
HBA1	4	6	1	5
HBA2	0	0	0	0
HBB	0	0	0	0
HBBP1	0	0	0	0
HBD	0	0	0	0
HBE1	0	0	0	0
HBEGF	132	101	215	179
HBG1	0	0	0	0
HBG2	0	0	0	0
HBII-52-27	0	0	0	0
HBII-52-28	0	0	0	0
HBII-52-45	0	0	0	0
HBII-52-46	0	0	0	0
HBM	0	0	0	0
HBP1	3156	2860	3324	2463
HBQ1	0	0	0	0
HBS1L	2635	2285	2640	1791
HBXIP	3290	2881	3337	2790
HBZ	3	5	4	2
HCAR1	356	264	273	181
HCAR2	7	7	4	4
HCAR3	7	5	6	11
HCCS	1199	1254	1414	958
HCFC1	4673	4226	4657	3265
HCFC1R1	1321	1074	780	758
HCFC2	469	395	685	421
HCG11	227	210	344	248
HCG18	1887	1681	1924	1436
HCG22	0	0	0	0
HCG23	0	0	0	0
HCG25	35	32	36	30
HCG26	2	7	16	16
HCG27	17	3	18	5
HCG4	530	467	721	466
HCG4B	0	0	0	0
HCG9	1	3	3	5
HCK	6	1	5	2
HCLS1	2	11	5	5
HCN1	0	0	0	0
HCN2	733	707	652	421
HCN3	520	509	554	324
HCN4	7	11	10	7
HCP5	181	187	810	516
HCRT	0	0	0	0
HCRTR1	1	2	2	2
HCRTR2	0	0	0	0
HCST	4	6	4	1
HDAC1	8328	7599	8696	5621
HDAC10	823	584	705	468
HDAC11	2017	1783	1599	1149
HDAC2	5275	4281	5263	3660
HDAC3	3420	3096	3440	2254
HDAC4	495	393	427	308
HDAC5	952	786	745	664
HDAC6	2595	2235	2493	1618
HDAC7	2539	2229	2227	1497
HDAC8	543	502	662	463
HDAC9	2	4	6	6
HDC	1	0	0	0
HDDC2	2276	2164	2163	1633
HDDC3	1517	1387	1023	809
HDGF	18520	16815	21753	14557
HDGFL1	0	0	0	0
HDGFRP2	1322	1154	1052	734
HDGFRP3	2251	2191	3489	2415
HDHD1	613	624	788	545
HDHD2	1371	1133	1468	1152
HDHD3	1062	1070	1042	753
HDLBP	69897	59748	64140	46599
HDX	0	0	0	1
HEATR1	1423	1171	1684	1069
HEATR2	2871	2445	2559	2057
HEATR3	664	565	681	487
HEATR4	5	5	10	5
HEATR5A	2321	1921	2372	1565
HEATR5B	2965	2421	2856	1691
HEATR6	12818	10773	13395	9250
HEATR7A	2052	1833	1805	1398
HEATR7B2	0	0	0	0
HEATR8	0	0	0	0
HEATR8-TTC4	0	0	0	0
HEBP1	4369	3904	3790	2861
HEBP2	1973	1849	1824	1460
HECA	890	754	1085	819
HECTD1	13006	10766	13881	8891
HECTD2	412	323	748	483
HECTD3	1621	1394	1266	922
HECW1	15	5	12	6
HECW2	381	307	450	268
HEG1	127	133	210	133
HELB	102	85	140	103
HELLS	472	434	1022	618
HELQ	429	388	450	362
HELT	0	0	0	1
HELZ	9197	7465	12171	7268
HEMGN	0	1	1	0
HEMK1	1155	1084	1105	841
HENMT1	1158	901	1415	913
HEPACAM	2	0	0	0
HEPACAM2	0	0	0	0
HEPH	0	1	3	1
HEPHL1	0	1	2	0
HEPN1	0	0	0	0
HERC1	4251	3568	4897	2741
HERC2	4572	4103	4696	2884
HERC2P2	845	833	1128	719
HERC2P3	0	1	2	0
HERC2P4	0	0	0	0
HERC2P7	0	0	1	0
HERC2P9	103	110	170	122
HERC3	676	487	587	429
HERC4	2012	1811	2654	1591
HERC5	53	50	722	374
HERC6	524	451	4875	2900
HERPUD1	17470	14609	15732	14184
HERPUD2	3770	3324	4280	2939
HES1	3826	3653	4573	3422
HES2	12	28	20	7
HES3	0	0	0	0
HES4	477	370	445	468
HES5	0	1	0	1
HES6	237	193	164	125
HES7	1	0	3	0
HESX1	23	13	44	37
HEXA	9620	9102	10046	7160
HEXB	13798	12690	17661	12598
HEXDC	384	323	365	278
HEXIM1	2096	1872	2100	1565
HEXIM2	296	257	140	133
HEY1	623	451	353	326
HEY2	3	2	1	2
HEYL	155	137	105	92
HFE	203	148	188	137
HFE2	0	0	0	0
HFM1	3	2	3	3
HGC6.3	0	0	1	0
HGD	562	623	733	518
HGF	4	0	6	4
HGFAC	0	1	0	3
HGS	3884	3282	3003	2308
HGSNAT	2687	2496	2829	1838
HHAT	1111	1008	1208	798
HHATL	0	0	0	0
